case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_067,f11_v2_case_067,1,Al dar arranque solo suena un clac seco y se muere.,"presenta clic_unico, apagado de motor, chasquido de arranque clac.",completo,evento:giro_llave; ruido_arranque:clic_unico; sintoma_apagado_de_motor:apagado de motor; sintoma_chasquido_de_arranque_clac:chasquido de arranque clac,,,NO_DTC,"presenta clic_unico, apagado de motor, chasquido de arranque clac.",ELECTRICO,0.8722,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Top1=0.872 | Top2=0.083 | Top3=0.045,"presenta clic_unico, apagado de motor, chasquido de arranque clac.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados) • **Certeza del Modelo:** 87% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el proce,10050
CASE_068,f11_v2_case_068,1,El timón tiene un juego tremendo y baila en la pista.,el timón tiene un juego tremendo y baila en la pista.,esperando_autopregunta,,,,NO_DTC,el timón tiene un juego tremendo y baila en la pista.,SUSPENSION_CHASIS,0.4869,Llantas desbalanceadas o desalineadas,Cremallera de direccion asistida con holgura o fuga,Amortiguadores reventados o bujes de suspension gastados,Top1=0.487 | Top2=0.477 | Top3=0.024,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ La vibración ocurre en carretera a velocidad constante sin tocar el pedal de freno (Llantas desbalanceadas) — 49% • 2️⃣ El timón tiene juego excesivo, fuga líquido de dirección o golpea al doblar (Cremallera de direcc",37
CASE_069,f11_v2_case_069,1,La batería muere de noche y amanece planchado sin carga.,la batería muere de noche y amanece planchado sin carga.,completo,,,,NO_DTC,la batería muere de noche y amanece planchado sin carga.,ELECTRICO,0.5019,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Alternador defectuoso o placa de diodos quemada,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Top1=0.502 | Top2=0.324 | Top3=0.174,la batería muere de noche y amanece planchado sin carga.,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (50%):** Fuga parásita de corriente en reposo (consumo nocturno de batería), la cual provoca que el acumulador se descargue por completo durante la noche a pesar de que el sistema de carga funcione adecuadamente dur",4717
CASE_070,f11_v2_case_070,1,La caja me raspa cuando meto retroceso o primera.,la caja me raspa cuando meto retroceso o primera.,completo,,,,NO_DTC,la caja me raspa cuando meto retroceso o primera.,TRANSMISION,0.6955,Falta o degradacion de aceite de caja de cambios,Falla en bombin o bomba hidraulica de embrague,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Top1=0.696 | Top2=0.198 | Top3=0.107,la caja me raspa cuando meto retroceso o primera.,PROCEDIMIENTO: SERVICIO A CAJA DE CAMBIOS MECANICA Y RODAJES DE DIFERENCIAL (TRANSMISION_002 / TRANSMISION_003),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Falta o degradacion de aceite de caja de cambios • **Certeza del Modelo:** 69% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuente ,10073
CASE_071,f11_v2_case_071,1,hola,hola,NOT_AVAILABLE,,,,NO_DTC,hola,MOTOR,1.0000,Consulta General / Saludo,N/A,N/A,Conf=1.000,NOT_AVAILABLE,NOT_AVAILABLE,👋 Hola. ¿Qué falla presenta el vehículo?,1
CASE_071,f11_v2_case_071,2,mi carro,mi carro,esperando_clarificacion,,,,NO_DTC,mi carro,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_071,f11_v2_case_071,3,cuando acelero,cuando acelero,esperando_clarificacion,condicion_operacion:al acelerar bajo carga,,,NO_DTC,cuando acelero,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_071,f11_v2_case_071,4,como q tironea,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,esperando_clarificacion,condicion_operacion:al acelerar bajo carga; sintoma_funcionamiento_irregular___misfire:funcionamiento irregular / misfire,,,NO_DTC,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,MOTOR,0.7000,Falla en bujias o bobinas de encendido (misfire),Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Top1=0.700 | Top2=0.195 | Top3=0.105,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (*misfire*) (70%). - **Diagnóstico Diferencial:**    - La **Hipótesis Principal (70%)** apunta a un fallo de encendido en bujías o bobinas, el cual suele manifestarse con tir",1
CASE_071,f11_v2_case_071,5,y prende check,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,esperando_clarificacion,condicion_operacion:al acelerar bajo carga; sintoma_funcionamiento_irregular___misfire:funcionamiento irregular / misfire,,,NO_DTC,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,MOTOR,0.7000,Falla en bujias o bobinas de encendido (misfire),Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Top1=0.700 | Top2=0.195 | Top3=0.105,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (*misfire*) (70%). - **Diagnóstico Diferencial:**    - La **Hipótesis Principal (70%)** apunta a un fallo de encendido en bujías o bobinas, el cual suele manifestarse con tir",1
CASE_072,f11_v2_case_072,1,buenas,buenas,NOT_AVAILABLE,,,,NO_DTC,buenas,MOTOR,1.0000,Consulta General / Saludo,N/A,N/A,Conf=1.000,NOT_AVAILABLE,NOT_AVAILABLE,👋 Hola. ¿Qué falla presenta el vehículo?,1
CASE_072,f11_v2_case_072,2,tengo un corolla,tengo un corolla,esperando_clarificacion,modelo:Corolla,,,NO_DTC,tengo un corolla,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_072,f11_v2_case_072,3,frena raro,Corolla. presenta anomalía en frenos.,completo,modelo:Corolla; sintoma_anomalía_en_frenos:anomalía en frenos,,,NO_DTC,Corolla. presenta anomalía en frenos.,FRENOS,0.5564,Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.556 | Top2=0.288 | Top3=0.155,Corolla. presenta anomalía en frenos.,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (55%). * **Diagnóstico Diferencial:**    - *Hipótesis Principal (55%):* Se manifiesta típicamente con un chillido agudo metálico al frenar (debido al roce del indicador de,4479
CASE_072,f11_v2_case_072,4,chilla adelante,Corolla. presenta anomalía en frenos.,completo,modelo:Corolla; sintoma_anomalía_en_frenos:anomalía en frenos,,,NO_DTC,Corolla. presenta anomalía en frenos.,FRENOS,0.5564,Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.556 | Top2=0.288 | Top3=0.155,Corolla. presenta anomalía en frenos.,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (55%). * **Diagnóstico Diferencial:**    - *Hipótesis Principal (55%):* Se manifiesta típicamente con un chillido agudo metálico al frenar (debido al roce del indicador de,1
CASE_073,f11_v2_case_073,1,amigo,amigo,esperando_clarificacion,,,,NO_DTC,amigo,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_073,f11_v2_case_073,2,no enfria nada,presenta aire acondicionado no enfría / sale aire caliente.,esperando_clarificacion,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_073,f11_v2_case_073,3,el ac,presenta aire acondicionado no enfría / sale aire caliente.,esperando_clarificacion,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría; modificador_ac:A/C encendido,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_073,f11_v2_case_073,4,sale caliente,presenta aire acondicionado no enfría / sale aire caliente.,esperando_clarificacion,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría; modificador_ac:A/C encendido,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_074,f11_v2_case_074,1,oe maestro,oe maestro,esperando_clarificacion,,,,NO_DTC,oe maestro,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_074,f11_v2_case_074,2,no entra cambio,oe maestro no entra cambio,inicio,,,,NO_DTC,oe maestro no entra cambio,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_074,f11_v2_case_074,3,pedal suelto,pedal suelto,completo,,,,NO_DTC,pedal suelto,TRANSMISION,0.9926,Desgaste en collarin de empuje o crapodina de embrague,Fuga hidraulica o aire en el sistema de frenos,Falla en servofreno (booster) o linea de vacio,Top1=0.993 | Top2=0.033 | Top3=0.017,pedal suelto,PROCEDIMIENTO: DIAGNÓSTICO ACÚSTICO DIFERENCIAL Y SUSTITUCIÓN DE COLLARÍN DE EMPUJE O CRAPODINA HIDRÁULICA DE EMBRAGUE,"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste en collarín de empuje o crapodina de embrague (99%). La avería es de naturaleza puramente mecánica (pedal suelto / pérdida de retorno o accionamiento), por lo que **no se requiere escaneo de códigos DTC*",4241
CASE_075,f11_v2_case_075,1,ola,ola,esperando_clarificacion,,,,NO_DTC,ola,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",2
CASE_075,f11_v2_case_075,2,luz de bateria roja,ola luz de bateria roja,completo,,,,NO_DTC,ola luz de bateria roja,ELECTRICO,0.7232,Alternador defectuoso o placa de diodos quemada,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Top1=0.723 | Top2=0.180 | Top3=0.097,ola luz de bateria roja,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Alternador defectuoso o placa de diodos quemada (72%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Alternador / Diodos - 72%):* Se manifiesta con la luz de batería roja encendida en el tablero debido,3520
CASE_075,f11_v2_case_075,3,se apago el radio,ola luz de bateria roja se apago el radio,completo,,,,NO_DTC,ola luz de bateria roja se apago el radio,ELECTRICO,0.9629,Alternador defectuoso o placa de diodos quemada,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Top1=0.963 | Top2=0.033 | Top3=0.017,ola luz de bateria roja se apago el radio,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Alternador defectuoso o placa de diodos quemada (96%). Los síntomas reportados (testigo de batería rojo encendido y apagado repentino del radio/siste,4280
CASE_076,f11_v2_case_076,1,suena trac trac,suena trac trac,completo,,,,NO_DTC,suena trac trac,SUSPENSION_CHASIS,0.9983,Juntas homocineticas o palieres danados,Rodajes de caja mecanica o diferencial gastados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Top1=0.998 | Top2=0.033 | Top3=0.017,suena trac trac,PROCEDIMIENTO: MEDICIÓN DE ALABEO CON RELOJ COMPARADOR Y REEMPLAZO DE RODAMIENTO DE MAZA DE RUEDA,"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Juntas homocinéticas o palieres dañados (99%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Juntas homocinéticas o palieres dañados - 99%):* El síntoma descrito (""trac trac"") es altamente característi",4768
CASE_076,f11_v2_case_076,2,al doblar todo,suena trac trac al doblar todo,completo,condicion_operacion:al doblar la dirección,,,NO_DTC,suena trac trac al doblar todo,SUSPENSION_CHASIS,0.9190,Juntas homocineticas o palieres danados,Cremallera de direccion asistida con holgura o fuga,Rodajes de caja mecanica o diferencial gastados,Top1=0.919 | Top2=0.053 | Top3=0.028,suena trac trac al doblar todo,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Juntas homocineticas o palieres danados • **Certeza del Modelo:** 91% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuente OEM valid,10042
CASE_076,f11_v2_case_076,3,lado chofer,suena trac trac al doblar todo lado chofer,completo,condicion_operacion:al doblar la dirección,,,NO_DTC,suena trac trac al doblar todo lado chofer,SUSPENSION_CHASIS,0.8992,Juntas homocineticas o palieres danados,Rodajes de caja mecanica o diferencial gastados,Cremallera de direccion asistida con holgura o fuga,Top1=0.899 | Top2=0.066 | Top3=0.035,suena trac trac al doblar todo lado chofer,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Juntas homocinéticas o palieres dañados (89%). El síntoma de sonido metálico repetitivo (""trac trac"" o ""clac clac"") al girar completamente la dirección hacia el lado del chofer es el indicio clásico de desgaste o ",4803
CASE_077,f11_v2_case_077,1,bota agua verde,bota agua verde,inicio,,,,NO_DTC,bota agua verde,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
