id,sintoma,falla,codigo_falla,sistema,subcomponente,requiere_escaner,prueba_sugerida,codigo_dtc,origen_dato,grupo_origen,estado_revision,validado_mecanico
338,"Al probar el auto: de un momento a otro al acelerar, el motor cabecea fuerte y suena fuera de punto; el cliente indica que y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-02-00,solo_experimento,NO
339,Revisión técnica: de un momento a otro al acelerar se nota que el motor cabecea fuerte y suena fuera de punto y además sin aceleración en pendientes.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-02-02,solo_experimento,NO
340,"Al probar el auto: de un momento a otro al acelerar, el motor perdió casi toda la fuerza y tiembla disparejo; el cliente indica que sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-00-02,solo_experimento,NO
341,"Al probar el auto: tras sonar un latigazo en el motor, el motor cabecea fuerte y suena fuera de punto; el cliente indica que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-02-01,solo_experimento,NO
342,"Luego de cambiar de marcha bruscamente, arranca desfasado y tose, sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-03-02,solo_experimento,NO
343,"Maestro, el motor cabecea fuerte y suena fuera de punto al encender después de un tirón. Pasa que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-01,solo_experimento,NO
344,"Maestro, arranca desfasado y tose al encender después de un tirón. Pasa que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-03-01,solo_experimento,NO
345,"Mire: Cuesta mucho arrancar y petardea por la admisión o escape de un momento a otro al acelerar, sobre todo y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-01-00,solo_experimento,NO
346,"Al probar el auto: luego de cambiar de marcha bruscamente, el motor perdió casi toda la fuerza y tiembla disparejo; el cliente indica que sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-00-02,solo_experimento,NO
347,"Maestro, arranca desfasado y tose de un momento a otro al acelerar. Pasa que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-03-01,solo_experimento,NO
348,"De un momento a otro al acelerar, cuesta mucho arrancar y petardea por la admisión o escape, con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-01-03,solo_experimento,NO
349,Revisión técnica: tras sonar un latigazo en el motor se nota que el motor cabecea fuerte y suena fuera de punto y además con el escape sonando como ahogado y desfasado.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-02-01,solo_experimento,NO
350,"Al probar el auto: al encender después de un tirón, arranca desfasado y tose; el cliente indica que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-03-01,solo_experimento,NO
351,"Maestro, pierde aceleración progresiva y ralentí áspero en motores gdi con más de 60,000 km. Pasa que pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-02-01,solo_experimento,NO
352,"Mire: Tiembla en mínimo por estrangulamiento de aire al acelerar a fondo en bajas revoluciones, sobre todo pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-01-03-01,solo_experimento,NO
353,"Maestro, tiembla en mínimo por estrangulamiento de aire al acelerar a fondo en bajas revoluciones. Pasa que sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-01-03-00,solo_experimento,NO
354,"En frío al encender el auto, las válvulas de admisión están saturadas de carbón negro, pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-02-01-01,solo_experimento,NO
355,"Al probar el auto: en frío al encender el auto, tiembla en mínimo por estrangulamiento de aire; el cliente indica que pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-02-03-01,solo_experimento,NO
356,"En motores GDI con más de 60,000 km, sufre de tirones intermitentes en aceleración, pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-00-01,solo_experimento,NO
357,"Al probar el auto: en motores gdi con más de 60,000 km, pierde aceleración progresiva y ralentí áspero; el cliente indica que pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-02-01,solo_experimento,NO
358,"Maestro, tiembla en mínimo por estrangulamiento de aire en motores gdi con más de 60,000 km. Pasa que sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-03-00,solo_experimento,NO
359,Revisión técnica: al acelerar a fondo en bajas revoluciones se nota que pierde aceleración progresiva y ralentí áspero y además sin código de falla específico en bujías.,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-01-02-00,solo_experimento,NO
360,"Mire: Tiembla en mínimo por estrangulamiento de aire en motores gdi con más de 60,000 km, sobre todo mejorando temporalmente a altas RPM.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-03-02,solo_experimento,NO
361,"Mire: Tiembla en mínimo por estrangulamiento de aire en motores gdi con más de 60,000 km, sobre todo sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-03-00,solo_experimento,NO
362,"En motores GDI con más de 60,000 km, sufre de tirones intermitentes en aceleración, pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-00-01,solo_experimento,NO
363,"Maestro, pierde aceleración progresiva y ralentí áspero en frío al encender el auto. Pasa que sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-02-02-00,solo_experimento,NO
364,"Maestro, pierde aceleración progresiva y ralentí áspero en motores gdi con más de 60,000 km. Pasa que pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-02-01,solo_experimento,NO
365,"Al probar el auto: en frío al encender el auto, tiembla en mínimo por estrangulamiento de aire; el cliente indica que pero con carbonilla dura en las cabezas de válvula.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-02-03-01,solo_experimento,NO
366,"Mire: Sufre de tirones intermitentes en aceleración en motores gdi con más de 60,000 km, sobre todo sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-00-00,solo_experimento,NO
367,"Al probar el auto: en motores gdi con más de 60,000 km, las válvulas de admisión están saturadas de carbón negro; el cliente indica que mejorando temporalmente a altas RPM.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-01-02,solo_experimento,NO
368,"Mire: Tiembla en mínimo por estrangulamiento de aire en frío al encender el auto, sobre todo sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-02-03-00,solo_experimento,NO
369,"En motores GDI con más de 60,000 km, pierde aceleración progresiva y ralentí áspero, sin código de falla específico en bujías.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-02-00,solo_experimento,NO
370,"Al probar el auto: en motores gdi con más de 60,000 km, tiembla en mínimo por estrangulamiento de aire; el cliente indica que mejorando temporalmente a altas RPM.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-00-03-02,solo_experimento,NO
371,Revisión técnica: al acelerar a fondo en bajas revoluciones se nota que sufre de tirones intermitentes en aceleración y además sin código de falla específico en bujías.,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR_006,Motor,Inyección Directa GDI,SI,Inspección con boroscopio de toberas de admisión y monitoreo de ajustes de combustible STFT/LTFT,P0300,sintetico_aumentado,AUG-006-01-00-00,solo_experimento,NO
